"period_type","fiscal_year_be","period_order","period_label","indicator_no","indicator_name","target_text","target_type","target_value","numerator","denominator","actual_percent","status","gap_from_target"
"เดือน","2568","9","มิถุนายน","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","227","277","81.95","ผ่าน","11.95"
"เดือน","2568","9","มิถุนายน","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","70","227","30.84","ไม่ผ่าน","-9.16"
"เดือน","2568","9","มิถุนายน","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","38","277","13.72","ไม่ผ่าน","-56.28"
"เดือน","2568","9","มิถุนายน","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","8","277","2.89","ไม่ผ่าน","-37.11"
"เดือน","2568","9","มิถุนายน","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","22","277","7.94","ไม่ผ่าน","-72.06"
"เดือน","2568","10","กรกฎาคม","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","271","363","74.66","ผ่าน","4.66"
"เดือน","2568","10","กรกฎาคม","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","70","271","25.83","ไม่ผ่าน","-14.17"
"เดือน","2568","10","กรกฎาคม","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","37","363","10.19","ไม่ผ่าน","-59.81"
"เดือน","2568","10","กรกฎาคม","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","9","363","2.48","ไม่ผ่าน","-37.52"
"เดือน","2568","10","กรกฎาคม","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","29","363","7.99","ไม่ผ่าน","-72.01"
"เดือน","2568","11","สิงหาคม","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","269","268","100.37","ผ่าน","30.37"
"เดือน","2568","11","สิงหาคม","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","76","269","28.25","ไม่ผ่าน","-11.75"
"เดือน","2568","11","สิงหาคม","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","33","268","12.31","ไม่ผ่าน","-57.69"
"เดือน","2568","11","สิงหาคม","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","7","268","2.61","ไม่ผ่าน","-37.39"
"เดือน","2568","11","สิงหาคม","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","3","268","1.12","ไม่ผ่าน","-78.88"
"เดือน","2568","12","กันยายน","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","263","340","77.35","ผ่าน","7.35"
"เดือน","2568","12","กันยายน","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","64","263","24.33","ไม่ผ่าน","-15.67"
"เดือน","2568","12","กันยายน","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","52","340","15.29","ไม่ผ่าน","-54.71"
"เดือน","2568","12","กันยายน","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","20","340","5.88","ไม่ผ่าน","-34.12"
"เดือน","2568","12","กันยายน","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","12","340","3.53","ไม่ผ่าน","-76.47"
"ไตรมาส","2568","1","ไตรมาส 1","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","706","876","80.59","ผ่าน","10.59"
"ไตรมาส","2568","1","ไตรมาส 1","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","176","706","24.93","ไม่ผ่าน","-15.07"
"ไตรมาส","2568","1","ไตรมาส 1","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","109","876","12.44","ไม่ผ่าน","-57.56"
"ไตรมาส","2568","1","ไตรมาส 1","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","44","876","5.02","ไม่ผ่าน","-34.98"
"ไตรมาส","2568","1","ไตรมาส 1","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","37","876","4.22","ไม่ผ่าน","-75.78"
"ไตรมาส","2568","2","ไตรมาส 2","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","804","857","93.82","ผ่าน","23.82"
"ไตรมาส","2568","2","ไตรมาส 2","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","158","804","19.65","ไม่ผ่าน","-20.35"
"ไตรมาส","2568","2","ไตรมาส 2","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","106","857","12.37","ไม่ผ่าน","-57.63"
"ไตรมาส","2568","2","ไตรมาส 2","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","54","857","6.3","ไม่ผ่าน","-33.7"
"ไตรมาส","2568","2","ไตรมาส 2","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","38","857","4.43","ไม่ผ่าน","-75.57"
"ไตรมาส","2568","3","ไตรมาส 3","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","721","847","85.12","ผ่าน","15.12"
"ไตรมาส","2568","3","ไตรมาส 3","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","189","721","26.21","ไม่ผ่าน","-13.79"
"ไตรมาส","2568","3","ไตรมาส 3","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","109","847","12.87","ไม่ผ่าน","-57.13"
"ไตรมาส","2568","3","ไตรมาส 3","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","39","847","4.6","ไม่ผ่าน","-35.4"
"ไตรมาส","2568","3","ไตรมาส 3","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","34","847","4.01","ไม่ผ่าน","-75.99"
"ไตรมาส","2568","4","ไตรมาส 4","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","769","896","85.83","ผ่าน","15.83"
"ไตรมาส","2568","4","ไตรมาส 4","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","200","769","26.01","ไม่ผ่าน","-13.99"
"ไตรมาส","2568","4","ไตรมาส 4","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","121","896","13.5","ไม่ผ่าน","-56.5"
"ไตรมาส","2568","4","ไตรมาส 4","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","36","896","4.02","ไม่ผ่าน","-35.98"
"ไตรมาส","2568","4","ไตรมาส 4","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","43","896","4.8","ไม่ผ่าน","-75.2"
"ปีงบประมาณ","2568","0","ปีงบประมาณ 2568","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","1155","1233","93.67","ผ่าน","23.67"
"ปีงบประมาณ","2568","0","ปีงบประมาณ 2568","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","340","1155","29.44","ไม่ผ่าน","-10.56"
"ปีงบประมาณ","2568","0","ปีงบประมาณ 2568","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","425","1233","34.47","ไม่ผ่าน","-35.53"
"ปีงบประมาณ","2568","0","ปีงบประมาณ 2568","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","166","1233","13.46","ไม่ผ่าน","-26.54"
"ปีงบประมาณ","2568","0","ปีงบประมาณ 2568","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","143","1233","11.6","ไม่ผ่าน","-68.4"
"เดือน","2569","1","ตุลาคม","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","289","307","94.14","ผ่าน","24.14"
"เดือน","2569","1","ตุลาคม","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","68","289","23.53","ไม่ผ่าน","-16.47"
"เดือน","2569","1","ตุลาคม","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","48","307","15.64","ไม่ผ่าน","-54.36"
"เดือน","2569","1","ตุลาคม","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","10","307","3.26","ไม่ผ่าน","-36.74"
"เดือน","2569","1","ตุลาคม","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","6","307","1.95","ไม่ผ่าน","-78.05"
"เดือน","2569","2","พฤศจิกายน","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","258","254","101.57","ผ่าน","31.57"
"เดือน","2569","2","พฤศจิกายน","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","53","258","20.54","ไม่ผ่าน","-19.46"
"เดือน","2569","2","พฤศจิกายน","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","29","254","11.42","ไม่ผ่าน","-58.58"
"เดือน","2569","2","พฤศจิกายน","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","13","254","5.12","ไม่ผ่าน","-34.88"
"เดือน","2569","2","พฤศจิกายน","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","11","254","4.33","ไม่ผ่าน","-75.67"
"เดือน","2569","3","ธันวาคม","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","255","284","89.79","ผ่าน","19.79"
"เดือน","2569","3","ธันวาคม","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","59","255","23.14","ไม่ผ่าน","-16.86"
"เดือน","2569","3","ธันวาคม","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","24","284","8.45","ไม่ผ่าน","-61.55"
"เดือน","2569","3","ธันวาคม","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","12","284","4.23","ไม่ผ่าน","-35.77"
"เดือน","2569","3","ธันวาคม","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","59","284","20.77","ไม่ผ่าน","-59.23"
"เดือน","2569","4","มกราคม","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","285","317","89.91","ผ่าน","19.91"
"เดือน","2569","4","มกราคม","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","60","285","21.05","ไม่ผ่าน","-18.95"
"เดือน","2569","4","มกราคม","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","48","317","15.14","ไม่ผ่าน","-54.86"
"เดือน","2569","4","มกราคม","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","19","317","5.99","ไม่ผ่าน","-34.01"
"เดือน","2569","4","มกราคม","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","81","317","25.55","ไม่ผ่าน","-54.45"
"เดือน","2569","5","กุมภาพันธ์","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","156","333","46.85","ไม่ผ่าน","-23.15"
"เดือน","2569","5","กุมภาพันธ์","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","37","156","23.72","ไม่ผ่าน","-16.28"
"เดือน","2569","5","กุมภาพันธ์","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","49","333","14.71","ไม่ผ่าน","-55.29"
"เดือน","2569","5","กุมภาพันธ์","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","20","333","6.01","ไม่ผ่าน","-33.99"
"เดือน","2569","5","กุมภาพันธ์","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","101","333","30.33","ไม่ผ่าน","-49.67"
"เดือน","2569","6","มีนาคม","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","134","297","45.12","ไม่ผ่าน","-24.88"
"เดือน","2569","6","มีนาคม","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","31","134","23.13","ไม่ผ่าน","-16.87"
"เดือน","2569","6","มีนาคม","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","45","297","15.15","ไม่ผ่าน","-54.85"
"เดือน","2569","6","มีนาคม","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","11","297","3.7","ไม่ผ่าน","-36.3"
"เดือน","2569","6","มีนาคม","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","30","297","10.1","ไม่ผ่าน","-69.9"
"เดือน","2569","7","เมษายน","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","99","200","49.5","ไม่ผ่าน","-20.5"
"เดือน","2569","7","เมษายน","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","22","99","22.22","ไม่ผ่าน","-17.78"
"เดือน","2569","7","เมษายน","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","34","200","17","ไม่ผ่าน","-53"
"เดือน","2569","7","เมษายน","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","15","200","7.5","ไม่ผ่าน","-32.5"
"เดือน","2569","7","เมษายน","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","48","200","24","ไม่ผ่าน","-56"
"เดือน","2569","8","พฤษภาคม","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","232","376","61.7","ไม่ผ่าน","-8.3"
"เดือน","2569","8","พฤษภาคม","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","37","232","15.95","ไม่ผ่าน","-24.05"
"เดือน","2569","8","พฤษภาคม","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","49","376","13.03","ไม่ผ่าน","-56.97"
"เดือน","2569","8","พฤษภาคม","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","14","376","3.72","ไม่ผ่าน","-36.28"
"เดือน","2569","8","พฤษภาคม","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","85","376","22.61","ไม่ผ่าน","-57.39"
"ไตรมาส","2569","1","ไตรมาส 1","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","767","801","95.76","ผ่าน","25.76"
"ไตรมาส","2569","1","ไตรมาส 1","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","171","767","22.29","ไม่ผ่าน","-17.71"
"ไตรมาส","2569","1","ไตรมาส 1","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","100","801","12.48","ไม่ผ่าน","-57.52"
"ไตรมาส","2569","1","ไตรมาส 1","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","35","801","4.37","ไม่ผ่าน","-35.63"
"ไตรมาส","2569","1","ไตรมาส 1","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","76","801","9.49","ไม่ผ่าน","-70.51"
"ไตรมาส","2569","2","ไตรมาส 2","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","562","897","62.65","ไม่ผ่าน","-7.35"
"ไตรมาส","2569","2","ไตรมาส 2","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","125","562","22.24","ไม่ผ่าน","-17.76"
"ไตรมาส","2569","2","ไตรมาส 2","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","142","897","15.83","ไม่ผ่าน","-54.17"
"ไตรมาส","2569","2","ไตรมาส 2","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","50","897","5.57","ไม่ผ่าน","-34.43"
"ไตรมาส","2569","2","ไตรมาส 2","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","212","897","23.63","ไม่ผ่าน","-56.37"
"ไตรมาส","2569","3","ไตรมาส 3","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","330","570","57.89","ไม่ผ่าน","-12.11"
"ไตรมาส","2569","3","ไตรมาส 3","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","58","330","17.58","ไม่ผ่าน","-22.42"
"ไตรมาส","2569","3","ไตรมาส 3","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","83","570","14.56","ไม่ผ่าน","-55.44"
"ไตรมาส","2569","3","ไตรมาส 3","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","29","570","5.09","ไม่ผ่าน","-34.91"
"ไตรมาส","2569","3","ไตรมาส 3","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","133","570","23.33","ไม่ผ่าน","-56.67"
"ปีงบประมาณ","2569","0","ปีงบประมาณ 2569","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","1006","1066","94.37","ผ่าน","24.37"
"ปีงบประมาณ","2569","0","ปีงบประมาณ 2569","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","256","1006","25.45","ไม่ผ่าน","-14.55"
"ปีงบประมาณ","2569","0","ปีงบประมาณ 2569","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","320","1066","30.02","ไม่ผ่าน","-39.98"
"ปีงบประมาณ","2569","0","ปีงบประมาณ 2569","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","113","1066","10.6","ไม่ผ่าน","-29.4"
"ปีงบประมาณ","2569","0","ปีงบประมาณ 2569","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","418","1066","39.21","ไม่ผ่าน","-40.79"
